llm_quality,llm_seniority,llm_engagement,llm_decision_maker,llm_industry,llm_geography,llm_business_type,llm_company_fit,industry,companyindustry,companysize,companytype,languages,location,companylocation,companyfoundedon,summary,skills,jobtitle,engaged
85,Mid,0.8,0.8,Software Development,international_hub,leaders,1,Information Technology & Services,Software Development,201-500,Self-Employed,"Allemand, Anglais, Espagnol","Greater Paris Metropolitan Region, France",,,"Adding up, substracting are supposed to be basic operations, elementary even. Actually they are just the opposite. After transitioning from fossil energy substraction to additive manufacturing I can testify those two domains belong to what is now called deep tech. 

As tech and academia explorer I am confident that research can go further... by other means. And those means are expanding every day, broadening the conception range and making it reachable to most. They are not restricted  to big corporations or conventional research labs anymore. The goal is now to propagate, emulate and empower. 

My current missions #multitasking:

- Capturing the broadest prototyping tech panorama #technologicalintelligence
- Being able to zoom in on the most relevant technologies #expertise
- Passing it along #teaching #coaching
- Pilot the team skill improvement #strategy
- Bringing along decisive actors #networking #management
- Invest #publicprocurement

My future missions #prospective:

- Add up my competences by bridging digital fabrication, simulation and natural sciences #numericaltwin","Fabrication numérique, Innovation numérique, Ingénierie",Experte numérique France 2030,0
40,Entry,0.35,0.15,Music,international_hub,others,1,Broadcast Media,Musicians,,Privately Held,,"Paris, Île-de-France, France",,2024.0,"Expert in music strategy and business development with over 18 years of experience in the entertainment industry, including 9 years in management positions.

Former General Manager of labels at Universal Music, I signed and supported artists in their career development, led high-value projects, and built dynamic and effective teams. With expertise in digital transformation, business diversification, and the implementation of high-performing marketing and brand content strategies focused on acquisition and engagement, I stand out for my ability to blend creativity with business growth, opening up opportunities for innovation and partnership expansion.

I have demonstrated a proven ability to adapt in a constantly evolving ecosystem, achieving solid results.

Recent Executive Courses:
- Innovative brand and digital marketing strategies - insights from the luxury industry @ ESSEC (Executive certificate): Customer experience, omnichannel marketing
- Big data and artificial intelligence for business @ ESSEC (Executive certificate): AI, Big Data, IOT, Blockchain, GDPR, Python & R programming languages, data analysis

Management • Leadership • Business Unit Management • Innovation • Creativity • Business Development • Marketing • Marketing Strategy • CMO • Digital • Data • Data Analysis • KPI • Content Strategy • Brand Content • Social Media • Communication • Media Relations • B2C • D2C • B2B • Budget Management • Ecommerce • Partnerships • International • CSR • Music Industry • Media • Culture • Entertainment • Entrepreneurship

Contact :
📞 06 21 35 52 22
✉ thibaut.gerhardt@gmail.com","Marketing, Management, Communication",CEO & Founder,0
50,Entry,0.4,0.3,Education - Higher Education,regional_hub,experts,2,Computer Software,,,,,"Lille, Hauts-de-France, France",,,"PhD candidate @Inria Lille Nord Europe
Interaction design x HCI
Thesis: Investigating How Users Perceive Interface Differences and Similarities Across Analogous Graphical User Interfaces, directed by Sylvain Malacria
Keywords: knowledge transfer, software learning, adaptive interfaces, VSWM, user's mental models, cognitive modeling, user's behaviors 

Holding a Master's Degree in Human Machine Design Lab at l'Ecole de Design Nantes Atlantique, France.
Also double degree in XR engineering and research at Arts & Métiers, Laval, France.
Interested by HCI, I explore creative hardware and software that improves user experience. I create user-centered digital products, develop experiment human-computer interations and program artwork.","Test unitaire, Services web RESTful, Architecture RESTful",Teacher Assistant,1
75,Mid,0.6,0.5,Entertainment - Media,international_hub,others,2,Management Consulting,Entertainment Providers,51-200,Privately Held,"Anglais, Espagnol, Francais","Greater Paris Metropolitan Region, France","Paris, FR",2020.0,"> Senior consultant / Manager in Product, Data, Operations & Strategy.
> Experience in entrepreneurship (cofounder of La Tournée), tech (Alan + Uber) and strategy consulting.
> International work in the US, UK, China, Spain & France. Fluent in English, French & Spanish (Franco-Argentinian). 
> You can reach out to me at thomas.r.nathan@gmail.com","Project Management, Communication, Data Analysis",Head of Product,0
65,Senior,0.5,0.7,Energy - Oil and Gas,international_hub,leaders,0,Accounting,Oil and Gas,,Public Company,,"Courbevoie, Île-de-France, France","Paris La Défense Cedex, FR",,"Étudiante en Master CCA (Comptabilité, Contrôle, Audit) afin de développer mes compétences et d'évoluer dans cette branche. Ambitieuse, curieuse et autodidacte, j'ai une sensibilité particulière pour des secteur d'activités ou l'innovation, les nouvelles technologies et la digitalisation sont parties prenantes de l'entreprise, tout en ayant un esprit curieux et créatif.","Gestion de la comptabilité, Travail d’équipe, Microsoft Excel",Apprentie comptable synthèse TGFS HLD OPS,0
30,Entry,0.3,0.2,Unknown,international_hub,others,0,Information Technology & Services,,,,"English, French, Russian","Paris, Île-de-France, France",,,"Data Scientist with a PhD in Physics, offering a robust analytical and quantitative background. I leverage advanced statistical techniques, machine learning, and deep learning to tackle complex data-driven challenges. My expertise includes developing and optimizing algorithms to extract actionable insights that drive strategic decision-making. Experienced in working with international teams, I prioritize effective collaboration and remain committed to ongoing professional growth in Data Science and Artificial Intelligence.","Data Quality Control, Python (Programming Language), Data Science",,1
30,Entry,0.3,0.2,Unknown,international_hub,others,0,,,,,,"Paris, Île-de-France, France",,,,,,0
50,Mid,0.5,0.3,Education,regional_hub,experts,1,Law Practice,,,,"English, French","Bordeaux, Nouvelle-Aquitaine, France",,,"Après plus de 10 ans d'exercice en tant que juriste puis directrice juridique dans le secteur des nouvelles technologie et du e-commerce, j'exerce à présent comme avocate. 
J'accompagne mes clients sur leurs problématiques, les aide à gérer leurs risques, et les conseille sur leurs projets informatiques, en alliant expertise et pragmatisme.
www.adella-avocat.fr","Enseignement, Enseignement magistral, Cours en salle de classe",Formatrice,1
80,Mid,0.7,0.6,Software Development,international_hub,salespeople,2,Information Technology & Services,Software Development,501-1000,Privately Held,"English, French, Spanish","Paris, Île-de-France, France","New York, US",2013.0,"At Salesforce, we believe that the combination of AI, Data, and CRM is radically transforming our customers' business 

That's why we have dedicated ONE DIGITAL TEAM in France to assist Chief Marketing officers, E-commerce VPs, and Chief Data/Digital Officers in evaluating impacts of generative AI, understanding real use cases, and accelerating their growth.

If you want to gain access to real-time customer data, with powerful analytics and automation across your business, and make AI work for you, with a trusted architecture that’s got your back, don't hesitate to contact us. »","Management, Business development, Software as a Service (SaaS)",Vice President EMEA,0
85,Senior,0.7,0.75,Technology - Software Development,international_hub,leaders,1,Computer Software,Software Development,201-500,Privately Held,,"Greater Paris Metropolitan Region, France","Boulogne-Billancourt, FR",1994.0,,"ERP, Analyste commercial, SaaS",Chief Product and R&D Officer,0
80,Mid,0.65,0.7,Telecommunications,international_hub,leaders,1,Computer Software,Telecommunications,201-500,Public Company,,"Greater Paris Metropolitan Region, France","Courbevoie, FR",2000.0,"My name is Raj Ravi Upreti, and I am a dedicated professional committed to making a significant impact in the fields of data analysis and consultancy. I possess a solid foundation in Machine Learning and Data Analytics, giving the ability to transform complex data sets into practical, actionable insights resulting in innovation and competitive advantage.

Throughout my career journey, I have gained valuable experience, particularly during a transformative internship where I developed a predictive AI model aimed at addressing employee attrition, resulting in a 30% decrease in turnover for the organization. This experience not only enhanced my analytical capabilities but also deepened my understanding of machine learning principles. I willingly embraced the challenges presented, applied structured methodologies, and successfully built a model that achieved an accuracy rate of 87% a working-model that I found genuinely fulfilling.

Currently, I am pursuing a Master’s degree at SKEMA Business School, specializing in Business Consulting and Decision Intelligence. In my capacity as a Teaching Assistant, I collaborate closely with faculty on academic and administrative matters. I actively support diversity management within our teams, review assignments, and provide constructive feedback that enhances student learning outcomes. Furthermore, I take the initiative to plan and organize engaging events, publications, workshops, and networking sessions focused on artificial intelligence, economic intelligence, and market intelligence, with participation from over 50 attendees each term.

I thrive in dynamic environments and remain dedicated to staying at the forefront of industry trends. I am always eager to contribute to innovative solutions that promote business success and drive positive change.","Artificial Intelligence (AI), Automation, Project Management",Coordination et Mise en œuvre d’initiatives Intelligence Artificielle et Automatisation,1
75,Mid,0.55,0.5,Education - Higher Education,international_hub,experts,1,Marketing & Advertising,Higher Education,201-500,Educational Institution,French,"Paris, Île-de-France, France","Paris, FR",1962.0,"Currently pursuing a Master’s in Global Communication at the American University of Paris, where my focus is on how research and representation can drive meaningful advocacy. I am especially committed to exploring sustainable approaches to advocacy across all mediums, whether digital, written, visual, or even through fashion and cultural influence as tools to amplify the voices of those in need.

With a Bachelor of Science in Journalism and Emerging Media Studies from Kennesaw State University, I bring a strong foundation in research, digital marketing, and strategic communication. My past work includes managing projects for hospitals and medical professionals, where I increased user engagement, loyalty, and retention, as well as contributing to research publications on emerging media trends.

Today I am eager to combine these skills with my passion for advocacy and sustainability. I’m especially interested in roles where I can bring together research, creativity, and strategy to design communications that don’t just inform people, but reach them in a way that feels personal and lasting.","Content Marketing, Media Strategy, Social Media Blogging",Graduate Student,1
65,Entry,0.4,0.2,Non-profit Organizations,other,others,0,Government Administration,Non-profit Organizations,2-10,Nonprofit,,France,"St-Étienne, FR",2001.0,"🎯 Je me concentre actuellement sur 2 projets majeurs :
- développer l’écosystème entrepreneurial stéphanois et du territoire loire sud pour le rendre plus performant et en adéquation avec les exigences actuelles,
- créer une maison de l’architecture dans la loire avec une recyclerie / ressourcerie spécialisée dans le domaine patrimonial.

♾️ De manière générale, j'aime être acteur du changement en m'investissant dans des projets innovants tournés sur l'humain. 

🤓 Je suis capable avec des équipes à taille humaine et des profils bien déterminés à mettre en avant leur talent pour répondre à des missions complexes : innovation entrepreneuriale, innovation publique, création de valeurs, développement économique d'un territoire, gestion de patrimoine bâti. 

📇 N'hésitez pas à me contacter, je suis toujours prêt à relever de nouveaux défis...","Leadership d’équipe, Gestion de l’innovation, Planification de projets",Chef de projet - Bus de l'entrepreneuriat,0
20,Entry,0.3,0.0,Unknown,other,others,0,Research,,,,"English, French",France,,,"I work in exploration — where maps don't yet exist.
Where ideas precede landmarks, and where moving forward means taking risks.
For the past 15 years, I've been moving between science, technology and entrepreneurship.
I help pioneers structure their projects in the face of uncertainty.","Venture Development, Operations, Sales",,0
80,Mid,0.5,0.65,Legal - Law Practice,international_hub,experts,1,Law Practice,Law Practice,51-200,Self-Employed,Anglais,"Greater Paris Metropolitan Region, France","Paris, FR",1978.0,"Titulaire du certificat de spécialisation en droit de la Propriété intellectuelle avec la qualification spécifique droit de la Propriété littéraire et artistique, intervention, de la phase précontentieuse à l’exécution de décisions de justice, dans le cadre d’actions civiles ou pénales dans les domaines suivants :  
- contrefaçon de droits d’auteur et droits voisins ; 
- concurrence déloyale ; 
- protection de la vie privée et du droit à l’image ; 
- presse écrite et numérique ; 
- audiovisuel. 

Assistance dans le cadre de : 
- la négociation de solutions transactionnelles ; 
- la mise en place de stratégies de protection des créations et des innovations technologiques ; 
- l’audit, la rédaction et la négociation de contrats de droit d’auteur ; 
- l’analyse de faisabilité de projets techniques au regard du droit de la propriété intellectuelle.  

Participation à la rédaction d’articles dans des publications sectorielles et juridiques et à des formations relatives à la propriété intellectuelle dans l’environnement des technologies.

Animation de cycles de formation sur la propriété intellectuelle dans l’environnement des technologies. 

Chargée d’enseignement à l’Université-Paris I Panthéon Sorbonne en droit de l’internet et auprès d’écoles d’ingénieurs en droit de la propriété intellectuelle et des nouvelles technologies.","Propriété intellectuelle, Contentieux, Contrefaçon",Directeur du Département Propriété intellectuelle,0
20,Entry,0.3,0.2,Unknown,international_hub,experts,0,Transportation/Trucking/Railroad,,,,"English, French, Hindi","Greater Paris Metropolitan Region, France",,,"I specialize in data-driven negotiation, supplier management, and cost optimization to enhance procurement efficiency. 

Skilled in SAP, SQL, and advanced analytics, I turn complex data into actionable insights, enabling smarter decisions. Passionate about global supply chains, sustainability, and innovation, I am always open to networking and exploring opportunities.","Procurement, Strategic Sourcing, Databases",,1
85,Senior,0.6,0.6,Law Practice,international_hub,leaders,1,Law Practice,Law Practice,51-200,Partnership,"Anglais, Espagnol, Français","Greater Paris Metropolitan Region, France","Paris, FR",1924.0,"Au sein du pôle contentieux de JEANTET, j'accompagne les entreprises dans leurs litiges stratégiques et à fort enjeux 🚀

Mes principaux domaines d’intervention sont:

- le contentieux corporate & opérations de haut de bilan,
- le contentieux commercial & opérationnel des entreprises,
- les litiges industriels et financiers complexes; et 
- le droit pénal des affaires.","Energy, Petroleum, Droit",Avocat / Lawyer - Contentieux des affaires / Commercial & corporate litigation,0
80,Mid,0.5,0.75,Financial Services,other,others,1,Internet,Financial Services,201-500,Public Company,,France,"Paris, FR",,,"Conception de produits digitaux, UX Strategy, Venture Design",Vice-President Digital - Investor Relations,0
85,Senior,0.75,0.7,Law Practice,international_hub,others,1,Law Practice,Law Practice,11-50,Privately Held,"Anglais, Espagnol","Greater Paris Metropolitan Region, France","Paris, FR",2004.0,,"Conseil juridique, Droit des sociétés, Contentieux commercial",Avocate Associée - Partner; Partnerships and Projects Financing,0
50,Entry,0.4,0.3,Legal Technology,international_hub,others,0,Computer Software,,,,,"Paris, Île-de-France, France",,,"🚨 Passionate about the intersection of law and digital innovation, I’ve been exploring the frontiers of legal transformation, technological sovereignty, and regulatory design for over 20 years.

👨‍⚖️ A trained jurist and serial LegalTech entrepreneur, I’ve co-founded or helped build several platforms that reinvent legal practice:

-CLM with Seraphin.legal
-IP management with Aboutinnovation.com
-Corporate governance with Registregeneral.com
-Legal education with Lejuristededemain.com
-Online dispute resolution with FastArbitre.com

🇪🇺 I’m currently co-developing the first European Legal Data Space with a network of partners—an ambitious initiative to enforce EU digital regulation by design and lay the foundations for a sovereign legal AI infrastructure.

🚀 As co-founder and CEO of Seraphin.legal, I led our team through a funding round in 2020 and a strategic build-up in 2023 with IMMOSIGN, a key API partner in the real estate sector. Together, we created MYLEGITECH, the new French leader in Contract Lifecycle Management (CLM), where I now serve as Partner and Chief Innovation Officer.

📊 Between 2013 and 2016, I served the French Prime Minister by leading the #OpenLaw initiative to open access to legal data and helped shape France’s LegalTech ecosystem. My involvement with legal technologies began back in 2005 at the Ministry of Justice.

📚 As an associate researcher at the IRJS-Sorbonne Public and Private Economic Law Department, president of ADIJ, and board member of Droit.org, I advocate for a full redesign of legal systems in the digital age. My motto: #LawIsCode—translating law into open, executable, and shared digital infrastructure.","Legal AI, Legal Innovation, Affaires publiques",Cofunder,1
75,Mid,0.6,0.6,Computer Games,international_hub,workers,2,Computer Games,Computer Games,51-200,Self-Employed,anglais,"Paris, Île-de-France, France","Marseille, FR",2020.0,Écrivain,"world builder, Rédaction publicitaire, Rédaction d’articles de fond",scénariste - script doctor - world builder,1
70,Entry,0.55,0.25,Software Development,international_hub,workers,1,Computer Software,Software Development,2-10,Privately Held,,"Paris, Île-de-France, France",,,"Hey, I’m Antoine.

A serial entrepreneur, AI-obsessed engineer (way before the ChatGPT hype), and a terrible manager.

For the past 7 years, I’ve been building companies for one simple reason: have fun, stay free, and scale revenue 👇

Equos — realtime AI avatars that look like humans
Lipitt — multilingual dubbing AI startup
Agence Amei (closed) — AI automation for SMBs
Signifia (exit) — sign language AI startup

Sounds like your kind of energy?

You know what to do 🔥💬
Drop me your boldest message!","Traduction, Logiciel en tant que Service (SaaS), Business-to-Business (BtoB)",Founder,1
55,Senior,0.5,0.5,Aerospace and Defense,other,experts,0,Information Technology & Services,,,,"Anglais, Berbère, Français",France,,,Je partage mes connaissances dans mon domaine d'expertise (IA) ou au-delà. Je le fais à travers mes livres ou en publiant des posts sur LinkedIn. N'hésitez pas à venir m'accompagner dans cette aventure en vous abonnant.,"Écriture de livres, Écriture créative, Deep learning",Researcher - Artificial Intelligence,1
80,Mid,0.7,0.55,Civic and Social Organizations,international_hub,others,1,Internet,Civic and Social Organizations,11-50,Nonprofit,"Anglais, Arabe, Espagnol, Français","Paris, Île-de-France, France",,2021.0,"Marc Faddoul is a transdisciplinary technologist, expert on recommender systems and algorithmic audit. He is the director and co-founder of AI Forensics, a digital-rights non-profit which investigates opaque and influential algorithms.

He has testified to the European Parliament, the French Senate, and is part of experts committees for the EU Commission, the French Digital Council (CNNum) and media regulator (ARCOM). He is regularly called upon to comment on AI and society by Washington Post, The Guardian, Le Monde and more.

Marc gained experience in algorithmic auditing in academia (UC Berkeley), big tech (Facebook AI), and start-ups (Bloom, Jalgos).","Machine Learning, Cloud Computing, Semantic Web","Co-Founder, Director",0
90,Senior,0.8,0.75,Software Development,international_hub,leaders,2,Management Consulting,Software Development,201-500,Privately Held,"Anglais, Espagnol, Français","Greater Paris Metropolitan Region, France","New York, US",,"With over 10 years of experience in social marketing and 6 years in social data intelligence, I am a strategic data and social intelligence manager at Digimind, where I advise global clients on best-in-class social data strategies for consumer insights, trend and innovation, marketing and communications, and risk management and resilience. 

I have an entrepreneurial mindset that drives me to pursue the next challenge and take risks to start something new. I am deeply intuitive, curious, and passionate about learning from different topics and domains. I am also a certified yoga instructor and an interior design student, reflecting my interests in urban culture, wellness, and creativity. I am a true team player who thrives on collaborating with others and contributing to the success of the organization.","Mobilite electrique, communication interne, Digital innovation",EMEA CUSTOMER SUCCESS DIRECTOR,0
85,Executive,0.75,0.8,Entertainment,international_hub,leaders,2,Computer Software,Entertainment Providers,1001-5000,Privately Held,"Arabic, Chinese, English, French, Spanish","Paris, Île-de-France, France","Culver City, US",,"Internationally trained legal counsel with 10+ years of experience advising technology and entertainment companies. Currently serving as Product & Privacy Counsel at Scopely, a global mobile-first gaming leader, I specialize in cross-border legal compliance, product development support, and commercial transactions. Proven track record of working at the intersection of product, privacy, marketing, platform compliance, and intellectual property in high-growth gaming environments. Fluent in English, French, and Spanish; based in Europe, with expertise in international frameworks.","Consumer Law, Privacy Law, Product Compliance","Senior Director, Senior Counsel",0
75,Entry,0.65,0.3,Design Services,international_hub,workers,0,Internet,Design Services,2-10,Public Company,"Chinese, English, French, Japanese, Spanish","Greater Paris Metropolitan Region, France",,,"As a consultant, educator, and founder of LUVINNOV, I bridge the worlds of AI, luxury, and cultural transformation. With over 15 years of experience in the fashion, luxury, and digital innovation space, I empower brands, educators, and women leaders to navigate digital transformation with clarity, empathy, and strategic depth.

My expertise spans AI-enhanced education, CRM strategy, cross-border ecommerce, and Web3 applications in the luxury sector. I regularly create content, give lectures, and speak at global conferences to share insights on mindful technology, female leadership, and Sino-European collaboration.

Fluent in Mandarin Chinese, French, and English, I work as a cultural connector and advocate for authentic, sustainable, and elegant innovation. Through LUVINNOV Consulting and my new visual design studio LUVINNOV Lab, I build bridges between technology, art, and inner rhythm.

“I believe technology should not accelerate anxiety, but deepen awareness and amplify creative purpose.”","Supply Chain Management, Omnichannel Strategy, Customer Relationship Management",Founder & Creative Director,0
80,Mid,0.55,0.7,Software Development,regional_hub,leaders,1,Information Technology & Services,Software Development,501-1000,Privately Held,"Anglais, Arabe, Français",France,"Malmö, SE",,"Product Management Leader, avec des expertises Data & Supply Chain, j’interviens à des niveaux stratégiques de la vie d’un produit, vision, Roadmap,...avec une démarche Data Driven & User Centric.

Avec pragmatisme et bon sens, je transforme des innovations en produits intelligents, utiles, simples d’utilisation et surtout à valeur mesurable.","Career Management, Coaching, Recrutement",Décathlon - Senior Product Manager,0
70,Entry,0.7,0.25,Professional Training and Coaching,international_hub,experts,0,Computer Software,Professional Training and Coaching,2-10,Educational Institution,"Anglais, Espagnol, Portugais Brésil","Greater Paris Metropolitan Region, France","Paris, FR",2020.0,"⇢ Actuellement en free-lance j'ai été en poste au sein du pôle innovation / Peak Ace où j'ai formé plus de 200 personnes en GenAI et implémenté des agents IA avec un impact de +20% de productivité dans le groupe média, SEO, événementiel et publicité HEROIKS 🔊

➪ Un pied dans la tech, un pied dans le product et un pied dans la growth 🚀

🎓 Après une décennie dans l'IT et dans l'enseignement, je valorise 🧑🏽‍💻 mon background multitask et créatif au sein d'entreprises tech 🦾

Trois bootcamps IA Product Growth 🏃🏽‍♀️ deux formations en No Code 🟢 

-------------------------------------------------------- 🎯------------------------------------------------------

Soft skills : créativité, communication, empathie, curiosité, geek et performant sous pression.","Ateliers pédagogiques, Formation en ligne, Coaching professionnel",Headmaster PM x IA,1
85,Mid,0.6,0.5,Research Services,international_hub,experts,2,Higher Education,Research Services,51-200,Educational Institution,"English, French","Paris, Île-de-France, France",,,Looking at ageing the other way around.,"Tissue, Molecular, Metabolism",Principal Investigator,1
90,Senior,0.5,0.8,Government Administration,international_hub,leaders,0,Computer Software,Government Administration,201-500,Government Agency,"Anglais, Français","Greater Paris Metropolitan Region, France","Paris, FR",2019.0,"💻 Développeuse fullstack Ruby on Rails / React, je conçois et fais évoluer des applications web fiables, performantes et maintenables.
🚀 Au sein du Pôle Data & API de la DINUM, je contribue à des projets d’intérêt général comme DataPass, la plateforme nationale qui simplifie l’accès aux API et données publiques.
🔑 Mon expertise : backend robuste, intégration d’API, tests automatisés, sécurité et performance.
✨ Ma valeur ajoutée : une approche pragmatique, collaborative et orientée utilisateur, de la conception technique à la mise en production.

Github profile | Isalafont | 
GitLab Profile | Isalafont |","Eclairage scénique, Grand MA, Projecteur asservis",Développeuse web Full Stack @ DataPass,0
80,Executive,0.4,0.85,Entertainment Providers,international_hub,leaders,2,Entertainment,Entertainment Providers,5001-10000,Privately Held,,"Paris, Île-de-France, France",,,"Strategic, results-driven social media executive with 15+ years leading multi-channel campaigns, driving audience growth, and strengthening brand and artists presence across France and international markets. Expert in strategic partnerships, platform-specific strategies (TikTok, YouTube, Meta), and data-driven marketing. Skilled at aligning local social initiatives with global objectives to deliver measurable business impact.","Social Media, Strategic Partnerships, Multi-Channel Marketing",Head of marketing & communication - FR Dept,0
70,Senior,0.55,0.75,Computer and Network Security,international_hub,leaders,1,Computer Software,Computer and Network Security,1001-5000,Privately Held,"English, French, German","Paris, Île-de-France, France","Plano, US",2022.0,"As to my background, I am a highly passionate sales professional with +20 years of experience mostly in IT business. 

My main driver has always been about how to help my customers to increase their business by choosing the right solution. I am a new technologies for a better world enthusiast, I love meeting passionate people, traveling and face significant challenges.

My objectives: 
Increase revenues, guarantee satisfaction for my clients and improve relations with partners.
Focus in building partnership with customers to meet their needs, respond to their pains and provide value in their environment.","Strategic account, Leadership des ventes, Ventes SaaS",Enterprise Account Manager,0
10,Entry,0.3,0.0,Unknown,international_hub,others,0,Marketing & Advertising,,,,"Anglais, Français","Paris, Île-de-France, France",,,"Stéphane is passionately committed to arts and culture education, convinced of its essential role in fostering individual and collective growth. As a European cultural project manager in Luxembourg, he led impactful initiatives, gaining deep insight into educational and cultural challenges while assessing their tangible impact on diverse audiences.

His Bachelor’s degree in Communication and Marketing, with an international focus, sharpened his strategic vision and equipped him with tools to design and implement innovative projects. Building on this foundation, his MSc in Art & Creative Industries Management at Kedge Business School enhanced his operational skills and refined his approach to managing complex projects, blending creativity and innovation.

Stéphane brings his passion for innovation to life through active participation in key events such as the NewImages Festival, the GIFF (Geneva International Film Festival), Laval Virtual, Viva Technology, the SITEM (International Museum Fair), the Rencontre CLIC France (Club Innovation Culture), the KIF (Knowledge Immersive Forum), and Jedi Rennes (Immersive Days). These experiences have allowed him to dive into emerging digital trends and extended realities, further strengthening his expertise in cultural mediation and leveraging technology to engage audiences effectively.

Today, Stéphane aims to apply his vision, experience, and skills to ambitious projects that blend immersive experiences with digital innovation, art, and culture.


Key Highlights:

	•	Proven Leadership: Elected class representative for 13 consecutive years, reflecting the trust of his peers.
	•	European Cultural Project Manager: Led initiatives with significant educational and cultural impact.
	•	Strategic and Operational Expertise: Holds a Bachelor’s in Communication and Marketing and an MSc in Creative Industries Management.
	•	Passion and Field Engagement: Actively participated in leading events such as the NewImages Festival, GIFF, Laval Virtual, Viva Technology, SITEM, Rencontre CLIC France, KIF, and Jedi Rennes, among others.
	•	Multicultural Vision: Experienced in living and working in 5 countries (France, Luxembourg, Portugal, Argentina, and the United Kingdom).","Marketing sur les réseaux sociaux, Coordination de projet, Stratégie marketing",,0
85,Mid,0.65,0.3,Software Development,other,others,0,Information Technology & Services,Software Development,2-10,Privately Held,"Anglais, Espagnol",France,"Neaufles-Auvergny, FR",2025.0,,"Business unit manament, People management, Cloud Computing",CEO & Co-founder,0
70,Entry,0.55,0.2,Non-profit Organizations,international_hub,others,1,Computer Software,Non-profit Organizations,2-10,Nonprofit,"Allemand, Anglais, Espagnol, Français","Greater Paris Metropolitan Region, France","LYON, FR",2019.0,"My profile is also available in French and Spanish.

More than six years of experience in digital project, account & product management in American, Belgian & French SaaS companies. 

Areas of expertise: SaaS, Customer Experience (UX, Frontend, Design system), Marketplace, Product Marketing & Strategy, Fintech.

For further information, please feel free to visit: https://rafaelabril.vercel.app","Banque, Lean management, Vision produit",Associé,1
80,Mid,0.7,0.5,IT Services and IT Consulting,international_hub,others,1,Management Consulting,IT Services and IT Consulting,11-50,Partnership,,"Paris, Île-de-France, France","PARIS 16, FR",2010.0,"La place d’échange Open People Factory se veut la base d’une communauté pionnière, indépendante, ouverte aux consultants et aux structures à taille humaine, capable de combiner des expertises transdisciplinaires, unies par une communauté d’intérêts. 
♦ Cabinet de conseil opérationnel, Open People Factory se positionne au niveau tactique, à l’interface entre la stratégie et l’opérationnel aux différentes étapes de la création de valeur.
Les défis de plus en plus complexes à résoudre nécessitent l’intervention de groupes de travail aux savoirs très diversifiés réconciliant les dimensions métiers, technologiques, économiques et humaines. 
♦ L’objectif est de permettre à des petites et moyennes structures, à des startup, de mutualiser et partager certaines activités difficiles à développer individuellement pour produire une offre commune, inaccessible à chaque entité et ainsi s’ouvrir à de nouveaux marchés, réduire les barrières à l’entrée et changer les rapports de force.
♦ Face à des problématiques complexes, l’approche systémique, au cœur du modèle Open People Factory, réunit, sur une vision partagée, des acteurs clés sur le Data Management : 
  •	du monde académique et de la recherche, qui maîtrisent les concepts et savoirs fondamentaux,
  •	des architectes d’entreprise et architectes écosystèmes, sur les méthodes et le savoir transformer,
  •	du monde du conseil et intégrateurs sur la mise en œuvre des solutions visionnaires Data Centric, sur le savoir-faire focalisés sur les nouveaux usages

♦ Notre proposition de valeur enchaine 3 phases itératives et incrémentales :

ETAPE 1 --> INSPIRER : DIGITAL & DATA ECONOMY 
  •	Acculturation et sensibilisation / ADN numérique
  •	Séminaires DG (contexte et identification cas d'usage)
  •	Audit maturité / Priorités
  •	Schéma directeur opérationnel / Drivers / Business Case

ETAPE 2 --> CADRER : DIGITAL & DATA FACTORY 
  •	Gouvernance et vigilance technologique / Digital Store
  •	Création d’un centre multi compétences en Intégration 
  •	Usine à cas d’usage / Expérimentation / Apprentissage
  •	POV / POC / Minimum Viable Platform (MVP)

ETAPE 3 --> ACTIVER :  DIGITAL & DATA TRANSFORMATION
  •	Projets pilotes / Bilan
  •	Progression et mise œuvre itérative par palier / Industrialisation
  •	Accostage des innovations dans l’existant / Explore --> Exploit
  •	Transformation des processus existants en plateforme
  •	Socle Data Hub et Data Services / Systems of Intelligence","Architecture d'entreprise, Intégration, Change Management","Enterprise Architect, Togaf 9, Data Sémantique & Data Intelligence",0
90,Senior,0.6,0.7,Law Practice,international_hub,others,1,Law Practice,Law Practice,51-200,Partnership,"Anglais, Français","Paris, Île-de-France, France","Lyon, FR",1973.0,,"Intelligence artificielle (IA), Données personnelles, Contrats informatiques",Avocat Data protection / IT / Digital health,0
75,Mid,0.5,0.5,Advertising Services,international_hub,others,1,Mobile Games,Advertising Services,11-50,Privately Held,"English, French , Italian, Portuguese","Greater Paris Metropolitan Region, France","Paris, FR",2020.0,"I'm an entrepreneur and researcher with a multidisciplinary academic and professional background, currently working on language and cognition modeling. As Chief Research Officer at World Game, I've spearheaded initiatives to embed these technologies in game production, balancing the tensions between rationalization and artistic innovation. My contributions range from pioneering tools like ""T.H.A.N.O.S"" to exploring advanced language frameworks with the open-source community. I strongly believe in our power to solve through innovation, and I strive to cultivate an approach that drives both groundbreaking technological advancements and meaningful, tangible positive change.","Technological Innovation, Creative Problem Solving, Teamwork",Co-Founder and COO,0
