llm_quality,llm_seniority,llm_engagement,llm_decision_maker,llm_industry,llm_geography,llm_business_type,llm_company_fit,industry,companyindustry,companysize,companytype,languages,location,companylocation,companyfoundedon,summary,skills,jobtitle,engaged
80,Senior,0.75,0.75,Administrative Services,international_hub,others,1.0,Administrative and Support Services,Administrative and Support Services,21,,,"City of London, England, United Kingdom",,,"I’m a hands-on and strategic Product Manager with 15+ years of experience driving digital products from concept to scale across international markets. I’m equally confident collaborating closely with developers on technical details as I am leading the overall product vision and roadmap. My career spans startups, SMEs, and Fortune 500-level corporates (including teams with over 110,000 employees), giving me the versatility to thrive in fast-moving environments while navigating complex structures. I’ve led and contributed to digital products in e-commerce, SaaS, mobile applications, and Conversational AI (chatbots), serving both regional and global audiences. With a strong foundation in UX, tech, and go-to-market strategy, I bring clarity, structure, and momentum to cross-functional teams — always with a focus on delivering real user value and measurable business impact.",,Head of Product,1
10,Entry,0.2,0.05,Unknown,other,leaders,0.0,,,undefined,,,"Sidoarjo, East Java, Indonesia",,,,,,0
88,C-Level,0.9,0.95,Technology,international_hub,experts,2.0,"Technology, Information and Media","Technology, Information and Media",27566,,"English, French, Spanish","Hong Kong Island, Hong Kong, China",,,"As a CTO & Co-Founder with 15 years in software development and an 8-year engagement in the startup ecosystem, I specialize in leading diverse and often remote teams, steering tech projects from their initial idea to launch. My experience blends hands-on development with insightful strategic leadership, underscored by a consistent dedication to learning and adapting to new challenges. Notable accomplishments include: 🔹Co-founding 2 companies and contributing to others at different growth stages. 🔹Leading projects involving hands-on development and client acquisition strategies. Grew a team from 0 to 8, and in parallels, grew from 0 to 20 businesses clients in a few months. 🔹Strategic realignments in mature ventures, focusing on team unity and product excellence. Reduced existing team release frequency from months to biweekly and cut support time by half. This journey represents my dedication to building teams and technology that make a difference. Currently, I'm actively exploring opportunities in AI and blockchain, keen on how these technologies can be leveraged for sustainability and social improvements. Looking to drive impactful innovation in a startup? If my expertise in leading tech projects and teams aligns with your needs, I invite you to reach out and explore how we can collaborate for success.",,Co-Founder & CTO,1
92,Mid,0.65,0.25,Consumer Services,regional_hub,others,1.0,Consumer Services,Consumer Services,25,,"Français, Anglais, Tchèque, Allemand, Suisse Allemand, Italien, Espagnol","Lausanne, District de Lausanne, Vaud, Switzerland",,,"Please visit https://ourednik.info for a full list of publications (most in open access), and other interactive contens. You can also access my blog ""Maps and Spaces : Cartes et espaces"": https://ourednik.info/maps","critiques littéraires, visualisation de données, programming, university teaching, english, data analysis, french, research, scientific illustration, scientific writing, wordpress, netlogo, google maps, geoclip, web development, teaching, geostatistics, agent-based modeling, informatics, project supervision, urbanism, adobe creative suite, illustrator, eclipse, mathematica, jquery, magento, phenomenology, epistemology, social sciences, qgis, gis, javascript, latex, photoshop, python, spss, mysql, php, java, lecturing, creative writing, philosophy of science, statistics, r, science, geography, cartography, arcgis",Enseignant en Cultures numériques,1
40,Entry,0.65,0.1,Professional Services,regional_hub,experts,1.0,Professional Services,Professional Services,9687,,"Catalan, Spanish, English, French","Barcelona, Catalonia, Spain",,,,"lecturing, higher education, english, e-learning, digital libraries, programming, project management, science, software engineering, semantic web, social media, spanish, university teaching, web 2.0, community management, blogging, open source, php, research, linux, physics, teaching, free software, open access",Rector's Delegate for Open Science,1
75,Mid,0.8,0.3,Entertainment,regional_hub,workers,2.0,Entertainment Providers,Entertainment Providers,7662,,"English, Spanish","Community of Madrid, Community of Madrid, Spain",,,"Video Editor and Social Media Manager, specialized in visual transformation, expert in telling stories through moving images, with proven skills in creating content for social networks and efficient project management. I worked on creating persuasive and attractive content, thus contributing to effective digital marketing strategies.",,Digital Content Associate,1
50,Entry,0.5,0.2,Arts and Culture,other,experts,0.0,,,undefined,,"Inglese, Italiano, Francese","Rimini, Emilia-Romagna, Italy",,,"Born in Italy, a land of unparalleled artistic heritage, I graduated with honors in Art History from the “Carlo Bo” University of Urbino, the beautiful birthplace of Raphael Sanzio, a UNESCO World Heritage site, recognized as one of the most important centers of the italian Renaissance. My journey in the art world have evolved through a continuous dialogue between the past and the future, blending the legacy of ancient and modern art with a constant exploration of the boundaries of contemporary art. I work as art curator, but my path also intersects with the world of cultural promotion and territorial development, collaborating on the organization of guided tours and the preparation of catalogs with a prestigious italian non-profit institution, where the allure of art is combined with the value of community. I also boast fruitful experience in the artistic direction of architectural projects at a national and international level and this allows me to shape spaces that dialogue with the works on display, offering contexts that amplify the meaning of the artistic creations. My multidisciplinary journey is further enriched by solid marketing and legal expertise, acquired through a commercial marketing technician qualification and a degree in Law from the University of Modena and Reggio Emilia. This unique combination of skills provide me with a comprehensive view of the art world, enabling me to approach it from a strategic and innovative perspective, in an attempt to always be capable of anticipating the challenges and opportunities of the global cultural panorama.",,Independent Art Curator,1
90,Executive,0.85,0.85,Real Estate and Equipment Rental Services,international_hub,leaders,2.0,Real Estate and Equipment Rental Services,Real Estate and Equipment Rental Services,325,,"English, French","Friedrichshain-Kreuzberg, Berlin, Germany",,,"Jean Arnaud is a tech philosopher, AI strategist, digital artist, and entrepreneur working at the intersection of philosophy, technology, and art,  leading the “digital renaissance”. 

He is the co-founder of Nova, Nexus Digital Consultancy, Open Mind, and Æthos, a leading hub for responsible AI innovators based in Cambridge (across from MIT), Berlin, and soon Paris. His work focuses on building a human centric and visionary ecosystem around artificial intelligence.
He is also a contributing writer and advisor to AI. MAG where he engages with the deep questions raised by emerging technologies.

As an exhibited artist, published author, and international speaker (Harvard, MIT, SXSW, NFT NYC, CIC, Gitex), Jean explores the philosophical, psychological, and societal implications of AI.

A committed humanist, he advocates for a renewed form of enlightened responsibility — inviting us to imagine a future where innovation nurtures consciousness, creativity, and the common good.

For more info : www.jeanarnaud.org 


",,Director of International Growth & Strategic Programs [Board of Directors IES ],0
85,Senior,0.7,0.75,Financial Services,other,workers,1.0,Financial Services,Financial Services,1169,,"Russian, English, German","Tbilisi, Georgia",,,"Senior Product Manager, 5+ years of experience, with expertise in scaling tech products across sectors like e-commerce and AdTech, leading to 100,000+ users. Leveraged AI to boost efficiency, cut costs by 15%, and drove significant growth in delivery and influencer marketing. Focused on data-driven results and AI-enhanced processes for optimal performance. 🏆 Key Achievements: ●Boosted delivery service couriers' retention by 20% ●10% revenue increase in influencer e-commerce platform, underpinning a customer-centric product vision ●15% cost savings in back-office operations of influencer e-commerce platform ●30% improvement in user activation in HR and accounting sectors ●25% uptick in user acquisition in HR and accounting sectors 🤖 AI Implementations: ●20% growth in user engagement through AI-driven content strategy ●15% increase in organic traffic ●Reduced external SMM agency costs ●Halved user interview and feedback processing time from 60 to 30 minutes 🎯 Mission: I aim to democratize AI by simplifying user interfaces and making technology accessible to everyone, regardless of technical background or special expertise. Key Components: ●Democratization: Making AI accessible to all, regardless of technical skill level. ●User-Centric Approach: Prioritizing user needs, tasks, and journeys to guide product development. ●Simplicity: Creating user interfaces that are intuitive and easy to navigate. ●Empowerment: Enabling users to harness the full potential of AI for personal or professional use. 💡 Skills &amp; Competencies: ●Process Optimization ●User Growth &amp; Retention ●Transitioning to AI-Driven Solutions ●Stakeholder Relations ●Cost Optimization Feel free to reach out to me via LinkedIn or at antonyelnikov@gmail.com for any collaborative opportunities or if you’re keen to learn more about my experience of optimizing products through AI.",,Product Manager,1
80,Senior,0.75,0.7,"Technology, Information and Media",other,experts,1.0,"Technology, Information and Media","Technology, Information and Media",49,,,United States,,,0-1 Researcher and Strategist with 7+ years of experience driving product strategy and development in bleeding-edge environments — with a focus on data management design to improve end-user UX for mass adoption and a proven track record of launching successful growth and loyalty products.,,"Solutions Delivery Manager, AI Strategy",1
10,Entry,0.3,0.05,Unknown,regional_hub,others,0.0,,,undefined,,,"Barcelona, Catalonia, Spain",,,,,,0
10,Entry,0.2,0.05,Unknown,other,others,0.0,,,undefined,,,Morocco,,,,,,1
70,Executive,0.6,0.6,Consumer Services,regional_hub,experts,1.0,Consumer Services,Consumer Services,14,,,United Kingdom,,,"Raj Thamotheram is now fully independent. He is the Founder and was the Executive Chair of Preventable Surprises, a ‘think-do’ tank focused on how investors can better manage systemic risks and he is now one of its Senior Advisers. After co-founding the Nuclear Freeze Campaign and Saferworld, Raj worked in the development sector at ActionAid (head of international advocacy) and the Ethical Trading Initiative (first director). Then he moved to where the power really rests – finance. He worked for 12 years in the investment world, as the head of ESG investing at one of the UK’s biggest pension funds (USS) and a global fund manager (AXA IM). He is a well-recognised pioneer in the field of long-term and responsible/sustainable investing, and writes regularly (including a monthly column for IPE, ""Long Term Matters"") and lectures widely. (This is 'my page'. What you do on your page is your business but if you want to disagree with my postings, kindly ensure you do so politely and with reasoned arguments. Otherwise you can expect your comments to be deleted and I will block you.)",,Co-Founder,1
10,Entry,0.4,0.4,Government Administration,other,others,0.0,,Government Administration,1001-5000,Nonprofit,,Switzerland,"Sion, CH",,,,,1
70,Mid,0.7,0.85,"Technology, Information and Media",other,leaders,2.0,"Technology, Information and Media","Technology, Information and Media",5717,,"English, Hindi, Marathi, Gujrati, Rajasthani",India,,,,,Strategy lead,0
85,Mid,0.65,0.6,"Technology, Information and Media",regional_hub,experts,1.0,"Technology, Information and Media","Technology, Information and Media",1,,,United Kingdom,,,"I'm a strategist, researcher, and responsible innovation leader dedicated to preferable futures with technology. This entails understanding people's synergistic relationship with technology, an acute awareness of its inherent duality, and a belief that deep knowledge of human needs and expectations is essential in responsibly guiding innovation towards prosocial outcomes and sustainable business value. Through my practice Have A Nice Future I focus on inclusive AI, digital wellbeing, and sustainable media. In addition to my own research and innovation projects, I help companies and their leaders navigate the opportunities and complexities presented by technology through ethics-focused foresight, sociocultural insight, and evidence-based strategy. Beyond conducting extensive fieldwork around the world to understand how technology shapes individuals, cultures, and societies (and vice versa), my perspectives are informed by my ongoing immersion in the humanities, politics, economics, the arts, and popular culture. Supported by my proprietary research methodology and strategy frameworks, this enables me to deliver unique and impactful work that reflects how technology, culture, and society actually intersect in practice.",,Founder,1
80,Senior,0.6,0.7,Consumer Services,international_hub,workers,0.0,Consumer Services,Consumer Services,75,,"English, French, Spanish","Geneva, Geneva, Switzerland",,,"Highly motivated professional with over 15 years of experience in NGO, Organizational Development, and Social Entrepreneurship with a focus in Operations, Finance, Training, and Technology: – Seasoned professional at developing and managing finance, legal, operational, and administration needs for creating and managing Programs and NGOs. – Effective at managing multiple projects in fast-moving environments, with a high sensitivity to detail orientation and business processes. – Excels in dynamic and culturally diverse work environments, delivering high quality results across diverse business functions. – Passionate about social innovation, training, communications and social impact, has launched and consulted on several programs and startup initiatives. – Gifted at translating complicated systems and concepts, making them easily understood and accessible. – Tactful, reliable, and results-oriented team player.",,Digital Transformation & Project Consultant,1
90,Senior,0.8,0.3,Education,other,experts,2.0,Education,Education,1670,,"English, Polish, Russian, French","Katowice, Silesian Voivodeship, Poland",,,"Researcher, author and academic lecturer in the field of new media, webnography and media anthropology, HCI and design of assistive technologies for the visually impaired persons Editor of academic studies, books, e-books (i.a. for ExMachina Academic Press) Research projects leader &amp; conference project leader (i.a. New Media Days) Member of steering groups of research and conference projects (for Inter-disciplinary Net) Specialties: New media, media anthropology, webnography, cultural communication, HCI studies,",,"Associate Professor, Director of New Media Art, Culture & Technology Research Centre",0
75,Executive,0.55,0.9,"Technology, Information and Media",international_hub,leaders,1.0,"Technology, Information and Media","Technology, Information and Media",10,,"English, French, Spanish, German, Portuguese","New York, New York, United States",,,"I am an entrepreneur with 20 years of experience at the crossover of EdTech, SaaS and Content Creation. 

Trained as an engineer and sociologist, I started my career creating an education software with the Continuous Education Department at University of Michigan and selling it to the francophone market worldwide. 

I then co-founded and co-led one of the first french digital education company in the health field, ""Groupe Consensus"", working at the crossover of social sciences, education and medicine and creating digital platforms and softwares for training health professionals and big pharmas sales forces. I exited this company in 2010. 

A life-changing sabbatical stay in Afghanistan in 2011 led me to conceive, direct and produce a documentary film and photography project named 'Wakhan an Other Afghanistan” with canadian artist Varial. The marketing and outreach campaign that I conceived and piloted when we got back allowed the project to win the first prize in Travel category at National Geographic and get an Emmy Awards nomination, as well as an exhibition inside the UN Headquarters in NYC.

This project brought me to New York where I co-founded two creative strategy bureaux between other ventures, working with clients such as LVMH, Google or the UNESCO and diving successively in fields such as fashion, beauty, contemporary art, technology, hospitality or public affairs.

Combining my love for both technology, education and storytelling, I helped leaders, brands, companies, Non-profits and creatives transform and shape the(ir) future by amplifying their voices and growing their audiences through the right combination of ed-tech tools allowing them to find the right narratives,  digital marketing and community building. 

I have been a faculty at Stanford University and Parsons School of Fine Arts and am a regular guest lecturer on the topics of entrepreneurship, creativity, content strategy, culture, innovation and community building. 

I am currently the co-founder of Mini Studio, a gen AI animation studio that creates unforgettable cartoons and builds technology for other creatives to do the same. I am based in New York and Los Angeles.",,"Co-Founder, Chief Growth Officer",0
70,Mid,0.75,0.75,Manufacturing,other,salespeople,0.0,Manufacturing,Manufacturing,52,,"Inglés, Español","Santiago, Provincia de Santiago, Santiago Metropolitan Region, Chile",,,"Con más de 6 años liderando el área de negocios en BL Mediterraneo SRL, me he especializado en la gestión del cambio organizacional y la gerencia de negocios, impulsando el crecimiento sostenible y la expansión en mercados LATAM. Nuestro equipo ha establecido relaciones comerciales clave y ha identificado oportunidades que han aumentado la rentabilidad y posicionado a la empresa de forma competitiva. Mi enfoque estratégico en la reducción de costos y la optimización de operaciones ha permitido no solo un aumento en la eficiencia, sino también una notable mejora en la sostenibilidad ambiental de nuestras prácticas. Junto con mi equipo, trabajamos con la convicción de que un liderazgo innovador y la colaboración son esenciales para superar los desafíos del mercado y lograr los objetivos de la empresa.",,Business  & Project Manager  Area LATAM,1
80,Executive,0.85,0.8,"Technology, Information and Media",international_hub,experts,1.0,"Technology, Information and Media","Technology, Information and Media",2,,,"Brussels, Brussels-Capital, Brussels-Capital, Belgium",,,"I am a civictech entrepreneur, expert in organizing and citizen mobilization operations. Active citizen engagement is a model of society that must be encouraged. As cofounder of Citipo.com and enpremiereligne.fr, I aim to democratize access to mobilization technologies and political participation tools.",,Co-founder,0
85,Mid,0.9,0.65,"Technology, Information and Media",regional_hub,experts,1.0,,,undefined,,"English, Turkish, Estonian","Tallinn, Harju County, Estonia",,,"Marketing and branding strategist with a soft spot for tech storytelling. I bring 17 years of experience across the US, Estonia and Türkiye blending strategy, content and creativity in both scrappy startups and global brands. Worked in-house with tech startups like Roofit.Solar (greentech), e-Residency of Estonia, Synctuition (meditation app), Bisly (building automation) and, more recently, Gamehaap (gaming marketplace), shaping their narratives, positioning and growth strategies. Also collaborated with EduEnable (edtech), Resy for American Express (dining), Kikkoman (FMCG), MeetFrank (recruitment app) and Prose on Pixels (localisation &amp; copywriting) on content and messaging. Created campaigns and stories for audiences in the EU, US, UK, MENA and Asia, across SaaS, cleantech, wellness and more. Earlier in my career, I worked at Ogilvy, McCann and Cheil, writing for global brands like Ford, Samsung, Coca-Cola and L’Oréal Paris. I enjoy turning complex ideas into simple, engaging narratives. Whether it’s a meditation app or a solar tech platform, I care about stories that resonate and content that moves people. My interest in wellness and storytelling runs deep, personally and professionally, and I’ve worked on personal branding for individuals in the meditation space. Currently working as a hands-on branding and marketing consultant for companies based in Estonia and Turkey, while also mentoring startups across cleantech to hospitality apps at the İstanbul Technical University (İTU) Acceleration Programme, one of the largest in Europe, focusing on marketing and branding. Always open to branding and marketing projects at the intersection of strategy, creativity, and tech. Based in Tallinn, enjoying harsh winters, clean air and the creative energy of this beautiful city, while working on my debut novel and screenplays.",,Founder & Marketing Strategist,1
90,Mid,0.7,0.5,"Technology, Information and Media",international_hub,workers,2.0,"Technology, Information and Media","Technology, Information and Media",334,,"English, Cantonese, Mandarin","Hong Kong Island, Hong Kong, China",,,,"adobe photoshop, design strategy, human computer interaction, experience design, usability, user experience design, digital product design, user interface, user centered design, analytics, product management, customer experience, user research, design research, research, design thinking, online advertising, interactive advertising, photography, visual communication, typography, illustrator, indesign, creative direction, photoshop, video production, studio photography, branding & identity, ideas development, concept development, integrated marketing, copywriting, interactive storytelling, user interface design, art direction, web design, seo, creative strategy, user experience, digital marketing, graphic design, advertising, interaction design",Design Manager,1
75,Mid,0.5,0.55,"Technology, Information and Media",regional_hub,experts,2.0,,,undefined,,"English, French, Dutch, German","East York, Toronto, Ontario, Canada",,,"I love to unpack complex projects and create surprising, playful experiences with emergent technologies. This work involves brainstorming, prototyping and optimizing content and workflows across platforms. I am also an educator, mentor and consultant. My clients are media producers, agencies, governmental organizations, NGOs, colleges, universities, other freelancers and corporate enterprises. I can build and lead teams or integrate seamlessly into existing groups. I understand business goals, technology, design, content and strategy.  I enjoy meeting new people and listening to new perspectives. So reach out if you’d like to chat about VR, AR, MR, extended realities, immersive production, games, cutting-edge and innovative design tools and ideas – or Aikido, another passion of mine. DESIGN &amp; DEVELOPMENT: Expert: Adobe Creative Suite (Photoshop, Illustrator, Indesign, Premiere Pro, After Effects, Dimension, Aero, XD) I Figma | Mistika VR (360 stitching) I Lens Studio | Arcweave — Intermediate: Unity I Spark AR I Spline I VR creation tools (Shapes XR, Gravity Sketch) — Basic: Blender I Unreal I HTML, CSS, three.js, A-frame Familiar with motion capture, 3D, photogrammetry, volumetric video, generative design and AI co-creation tools (Stablediffusion, Midjourney, Runway, ChatGPT, Replica Studio, ...) PLATFORMS: Mobile (iOS, Android), Social AR, web XR, PC VR, Meta Quest, Microsoft Hololens, Magic Leap PRODUCTIVITY: Slack Trello I, Gitlab I MS Office G Suite I ClickUp I Basecamp PORTFOLIOS: https://linktr.ee/krakxr",,XR Director. Designer. 360 DOP.,0
85,Senior,0.85,0.3,Creative Services,international_hub,experts,1.0,,,undefined,,"Portuguese, Spanish, English","Amsterdam, North Holland, Netherlands",,,"Hi, I’m Eduardo, better known as Menezes. I am a seasoned Brazilian Creative Director with an award-winning career spanning over 13 years in leading positions who recently moved to Amsterdam. Among the creative departments that I led were DM9Sul DDB and 3yz Ogilvy. In these roles, I’ve had the opportunity to create for a wide range of clients, such as Google, Nike, Reebok, Globo TV, Nubank, Tramontina, and Serasa Experian. As a result of it, I have won many advertising awards, including Cannes Lions and El Ojo Iberoamericano. www.eduardomenez.es MY skills are Creative Direction - native as a copy, strongly connected with art direction and design - Client Facing, Digital, and Content Strategy. I also have experience as a founder with my digital agency, Boca, and led the growth of 3yz Ogilvy, both experiences resulting in acquisitions from global media groups. I'm excited about disruptive ideas that deliver value and contribute to companies' goals.",,,0
90,Senior,0.8,0.85,Professional Services,regional_hub,leaders,2.0,Professional Services,Professional Services,142818,,"Inglês, Espanhol, Alemão, Português","Munich, Bavaria, Germany",,,"I leverage my 20+ years of work experience and my LL.M. in Intellectual Property Law to advocate for policies that support the development and deployment of cloud-based solutions in Europe, Middle East and Africa. In my current role, I lead the IP policy strategy and engagement on digital and AI issues with government, non-profit, community, and industry stakeholders, and contribute to the AWS Public Policy EMEA team vision and goals. I also coordinate the global engagement with the G7, liaising with G20. I am passionate about law, politics, technology, public policy and how they can enhance citizens' health and lives.","entertainment law, international law, contract law, legal research, corporate law, dispute resolution, negotiation, legal assistance, trademarks, civil litigation, legal writing, copyright law, litigation, licensing, intellectual property, legal advice","Senior Manager Digital Policy & AI, AWS Public Policy Europe, Middle East and Africa",0
75,Mid,0.7,0.25,Creative Services,other,experts,1.0,,,undefined,,"English, Alemán","Bogota, RAP (Especial) Central, Colombia",,,"🎬 Multidisciplinary filmmaker with experience in writing -direction, executive production, and video editing. I’ve led over 10 audiovisual projects including short films, music videos, branded content, and digital campaigns for artists, brands, and production companies across Colombia and Latin America. 🔍 I specialize in visual storytelling that emotionally connects with audiences, from script development to post-production. Proficient in DaVinci Resolve, Adobe Suite, After Effects, and CapCut, and currently integrating generative AI tools for creative processes, storyboarding, and promotional content. 🚀 I’m also co-founder and creative lead at Anómala Pictures, an independent production company focused on cinematic storytelling, experimentation and innovation. There, I oversee the creative direction, internal systematization and reinvestment strategy, collaborating closely on budget alignment and client relationships. 🏆 My work has been recognized by MinTIC &amp; Canal Trece (Historias del Cambio 2024), the Prince Claus Fund (2023), and CIBEF México with a full scholarship in audiovisual production. ✨ I bring a creative, collaborative, and strategic approach to filmmaking. I’m passionate about projects that embrace innovation, narrative experimentation, and emerging technologies in audiovisual production. 📩 Open to opportunities in: alvarado5camila@gmail.com anomalapictures@gmail.com 🎥 Direction / Video Production / Post-production / AI Filmmaking",,,0
40,Mid,0.5,0.2,Media Production,other,workers,0.0,,Software Development,undefined,Privately Held,"German, English, Arabic, Italian",United Kingdom,,,,,,1
50,Mid,0.6,0.3,Construction,other,experts,0.0,,Construction,undefined,Privately Held,,"Abu Dhabi Emirate, United Arab Emirates","Luxembourg, LU",,,,,0
80,Mid,0.75,0.7,Professional Services,international_hub,experts,2.0,Professional Services,Professional Services,5306,,,"San Francisco, California, United States",,,"I conduct research to uncover novel behavioral shifts and values, and translate research to build and position competitive ecosystems of products, services, and strategies. I’ve run numerous qualitative and quantitative studies, workshops, and strategy engagements for clients in consumer, biomedical, energy, and manufacturing sectors. My experience includes: -Spatial audio and consumer hearables -Assistive technologies -Novel interfaces (AR+VR+MR, brain-computer interfaces) -Social -Trust, safety, &amp; security -Energy infrastructure (microgrids, home electrification) -Industrial human-machine interfaces -Data management -P2P platforms",,"Design Research + Strategy, West Coast",1
70,Mid,0.65,0.6,Legal Services,other,others,0.0,Professional Services,Professional Services,6,,"English, French, Italian",Italy,,,"Giuseppina is a corporate lawyer qualified in both Italy and the State of New York. Her practice focuses on advising Italian and U.S. companies on mergers and acquisitions, corporate governance, joint ventures, and other corporate matters.","diritto societario, international law, public speaking, research, contenziosi, proprietà intellettuale, diritto internazionale, english, lavoro di squadra, legal research, legal advice, microsoft office, scrittura legale, lingua inglese, microsoft excel, consulenza legale, contenziosi civili, microsoft word, ricerca, ricerca legale",Associate,0
30,Mid,0.55,0.4,Data Services,international_hub,experts,1.0,,,undefined,,,"Lisbon, Portugal",,,,"big data, extract, transform, load (etl), supply chain consulting, relational data modeling, t-sql, tableau, healthcare consulting, qlikview, finance, business process management, desktop intelligence, data services, oracle, sdlc, enterprise software, web intelligence, crystal reports, microsoft sql server, ssrs, business objects, ssis, analysis services, master data management, data integration, etl, data warehouse architecture, data warehousing, consulting, analytics, business analytics, business intelligence",,0
65,Mid,0.7,0.75,Professional Services,other,leaders,1.0,Professional Services,Professional Services,4012,,,"Benevento, Campania, Italy",,,Blockchain Innovation Manager Certificato.Privacy Specialist (GDPR),,Member,1
85,Executive,0.9,0.8,Professional Services,regional_hub,others,2.0,Professional Services,Professional Services,4,,"English, Italiano, Hebrew, French, German, Spanish","Community of Madrid, Community of Madrid, Spain",,,"As a seasoned strategy consultant, my passion is to solve complex problems by applying innovative lenses to quantitative and qualitative data. As a project lead, I try to make each talent shine by understanding their unique voice and how they can best contribute to the project’s success. Over the years, I have founded and led two startups and a marketing agency, gaining valuable insights into the challenges and opportunities facing entrepreneurs and businesses of all sizes. I have also played an active role in long-term strategic planning for large and medium-sized companies, seeing my recommendations implemented with great success. More recently, I have pitched and sold millions of USD worth of projects and led teams in complex, multi-track and multi-company projects in high-stakes and high-uncertainty environments, in sectors including retail, finance, FMCG, luxury, industrial goods, healthcare, and energy. For example, I’ve been involved in: - Planning the industrialization of a satellite production line - Defining the expansion strategy of a fintech scaleup - Leading a design team in the definition of an innovative corporate banking platform - Defining the business model and bundling strategy of a leading OTT TV platform - Leading the product strategy of a blockchain-based platform to track equipment across the energy supply chain Some of the companies I worked with: Carrefour, Porsche, Unilever, Standard Bank, Cynergy Bank, Gilead Pharma, Shell",,Founder,1
85,Executive,0.85,0.85,Technology - Data Science,regional_hub,leaders,0.0,Manufacturing,Manufacturing,48,,,"Friedrichshain-Kreuzberg, Berlin, Germany",,,"I'm an engineer/neuroscientist interested in a data-driven and technological approach to solving environmental problems facing our society. Experienced in technical project management, scientific programming, machine learning, data visualization, statistical methods and optics.",,VP Data Science and Digital Innovation,1
90,Mid,0.7,0.6,Technology - Marketing,other,experts,1.0,"Technology, Information and Media","Technology, Information and Media",23,,,"Springfield Township, Bucks County, United States",,,"Looking to partner with forward-thinking teams where insight meets execution and strategy drives measurable results. I’m a results-oriented Business &amp; Marketing Analyst with 20+ years of experience bridging creative marketing with data intelligence to drive revenue growth, elevate brand performance, and optimize operational efficiency. I specialize in uncovering insights from complex datasets and turning them into customer-centric marketing strategies that scale. As a dual-function leader, I’ve built and managed brands, led omnichannel campaigns, and delivered strategic analysis that directly influenced C-suite decisions. My expertise spans market intelligence, process optimization, KPI development, and campaign ROI—all tied together by a keen understanding of consumer behavior. I thrive in cross-functional teams where strategic thinking, storytelling, and analytics converge. Whether building a brand from the ground up or improving conversion funnels with targeted insight, I deliver measurable impact and forward-thinking solutions. I bring a killer combo of creative vision, strategic chops, and analytical firepower—building brand equity while optimizing performance and ROI. Specialties: Marketing Strategy, Business Analysis, Digital Campaigns, Customer Insights, Data Visualization (Excel, Power BI), Performance Optimization, Brand Development, Marketing Ops, CX/UX, Go-To-Market Strategy Tools: Power BI, Excel, Google Ads &amp; Analytics, Adobe Creative Suite, Web Dev, Video Production Academia: Bachelor of Architecture with a minor in Advertising (both with honors), partial MBA (Marketing Management), Business Entrepreneur, and a Certified Digital Marketing Professional Languages: Fluent in English and French Portfolio: Available upon request","space planning, creative direction, sustainable design, architectural design, art, photoshop, graphic design, concept development, graphics, indesign, interior design, art direction, sketching, advertising, logo design, rendering, marketing, architecture, design research, french, digital illustration, photo editing, photography, wordpress, html, sketchup, autocad, microsoft office, adobe creative suite, mac/pc proficient, small business, visual communication, spatial design, creative problem solving, creative marketing solutions",Marketing & Business Data Analyst,1
50,Senior,0.6,0.5,Education - Research,regional_hub,leaders,2.0,Education,Education,3018,,"Catalan, Spanish, English, Chinese","Old Town, Krakow, Lesser Poland Voivodeship, Poland",,,,,Head of the Bioinformatics and Genome Biology Lab,1
80,Executive,0.9,0.9,Business Consulting,international_hub,leaders,2.0,Management Consulting,Business Consulting and Services,10001+,Public Company,"English, French",France,"Paris, FR",2017.0,"At Capgemini Invent, innovation and client solutions are at the heart of my role as Global Head of the Invent Generative AI Accelerator. My focus is on driving got to market strategies, accelerating asset development, and enhancing our team's proficiency in prompt engineering to spark our internal AI-driven transformation.

With a proven track record in data science & engineering and a passion for generative AI, I spearhead initiatives that harness cutting-edge technology to reshape not only our clients' strategies but also our internal processes. Our commitment is to deliver transformative solutions that leverage the full potential of AI, ensuring Capgemini Invent remains at the forefront of digital innovation.","Generative AI, Artificial Intelligence (AI)",Global Head of Invent Generative AI Accelerator,0
70,Senior,0.75,0.75,Pharmaceutical Manufacturing,international_hub,leaders,2.0,Pharmaceuticals,Pharmaceutical Manufacturing,10001-undefined,Public Company,"English, French, Italian",France,"Paris, FR",2021.0,"Delivery focused - driven by action - strategy is good from time to time - enjoy building teams. Curious about data and AI. Fun fact : martial art addict :)
Well this was not generated by GenAi ;)","Data Visualization, Machine Learning, Interpersonal Skills",Global Head of Data and AI Accelerator and GenAi platform,0
75,Senior,0.8,0.8,Building Materials,international_hub,leaders,2.0,Building Materials,Building Materials,10001-undefined,Public Company,"Allemand, Anglais, Français","L’Etang-la-Ville, Île-de-France, France","Courbevoie, Île-de-France",2022.0,"AI Engineering | MLOps | Edge | IoT | Big Data | MDM | Data Mesh Manager in multinational companies

With 21 years of experience in Data management for international companies, leading large Big Data, Business Intelligence, AI Engineering/MLOps and Analytics teams in diverse Industries (Insurance, Electronics, Environment, Construction), my passion is to  maximize how to best leverage latest Data and AI technologies to bring the most valuable insights to Business teams and accelerate the company’s Digital transition. 
In large international groups, transforming Businesses through Data & AI is a challenging journey, requiring strong determination and perseverance to federate and align, which is the kind of challenge that motivates me !","Business Intelligence, Big Data, Team Management, Informatique décisionnelle, Project Management, Gestion de projet, Data Warehousing, Reporting & Analysis, Intelligence artificielle, Gestion du changement",Group Head of AI Engineering,0
